РБЮ;КлиентНомер;КлиентКрНаим;Прибыль, usd;Цена суммарная;Себестоимость по Заказу , usd;Прибыль с учетом рибейтов;Объём по Накладной, м3;Общее Количество Заказов;Коррекция продактов ЦО в РБЮ;Коррекция продактов сейлам;Количество шт. в Накладной;Заказ Количество Строк;Доход конвертационный, usd
OCS Центральный офис;К0033981;Смирнов ИП (Архангел);85,58;2511,99;2426,41;85,58;0,541117;1;0;0;104;16;0
OCS Центральный офис;К0033989;ТД Орион (Москва);17758,05;113170,61;95412,56;17758,05;67,389277;5;0;1352,0138;376;31;0
OCS Центральный офис;К0033996;Техника4u;7505,5;53661,75;46156,25;7505,5;49,490571;32;0;5,4763;67;86;0
OCS Центральный офис;К0033999;Технолюкс;8844,37;54795,76;45951,39;8844,37;27,615753;6;0;10,2586;48;45;0
OCS Центральный офис;К0034000;Техномаг;139,56;1591,2;1451,64;139,56;0,461874;2;0;15,4249;2;2;0
OCS Центральный офис;К0034001;Техномиля;1332,91;4872,69;3539,78;1332,91;1,994888;1;0;0;4;4;0
OCS Центральный офис;К0034002;Техноплюс;375,41;2195,69;1820,28;375,41;1,321764;5;0;0;8;8;0
OCS Центральный офис;К0034006;Фавола;432,72;1709,47;1276,75;432,72;1,375053;2;0;0;2;2;0
OCS Центральный офис;К0034008;ЦДС Петергоф;1353,49;9022,2;7668,71;1396,16;0,51872;15;0;0;42;21;78,762
OCS Центральный офис;К0034011;Чудово мебель;305,46;1338,6;1033,14;305,46;1,010741;2;0;0;3;3;0
OCS Центральный офис;К0034012;Элит-Мебель;95,61;217,28;121,67;95,61;-0,041833;4;0;0;1;5;0
OCS Центральный офис;К0034072;КОЛОРТЕК;1939,65;13319,21;11379,56;1939,65;1,582536;17;0;175,9547;181;27;0
OCS Центральный офис;К0034094;Компания МАРКЕТ-ГРУПП;850,27;10201;9350,73;850,27;0,577002;15;0;21,346;34;26;5,6
OCS Центральный офис;К0034125;ВеМаТэк-Стройтехнология;2873,17;35394,42;32521,25;2873,17;0,989861;8;0;0,4848;390;67;0
OCS Центральный офис;К0034134;nvidia;1300,75;8656,94;7356,19;1300,75;0,192033;2;0;0;3;2;91,7976
OCS Центральный офис;К0034170;Леон Групп;837,08;7538,54;6701,46;837,08;0,297893;4;0;284,12;32;7;0
OCS Центральный офис;К0034333;АльтерПен;103,11;497;393,89;103,11;0,139944;1;0;0;7;1;19,88
OCS Центральный офис;К0034336;МТ Техно;142,48;789,06;646,58;142,48;0,013932;2;0;0;6;2;0
OCS Центральный офис;К0034341;ЮЛДАШЕВ ЧП _МТ;-1568,8;18092,49;19661,29;-1568,8;16,279872;55;0;4280,7283;57;63;0
OCS Центральный офис;К0034348;СтрелаНПО;282,66;1318,5;1035,84;282,66;0,299288;3;0;0;19;4;0
OCS Центральный офис;К0034446;ЭХО;673,29;13765,58;13092,29;673,29;0,975705;22;0;312,04;87;26;245,7056
